dealer_up,initial_hand,dealer_final,dealer_final_value,player_final,player_final_value,actions_taken,win
4,"[9, 10]","[4, 6, 10]",20,"[[9, 10]]",[19],[['S']],-1.0
10,"[9, 10]","[10, 10]",20,"[[9, 10]]",[19],[['S']],-1.0
8,"[11, 10]","[8, 9]",17,"[[11, 10]]",['BJ'],[['S']],1.5
6,"[8, 10]","[6, 10, 2]",18,"[[8, 10]]",[18],[['S']],0.0
10,"[2, 10]","[10, 4, 7]",21,"[[2, 10, 11, 10]]",[23],"[['H', 'H']]",-1.0
10,"[10, 11]","[10, 10]",20,"[[10, 11]]",['BJ'],[['S']],1.5
2,"[8, 10]","[2, 9, 7]",18,"[[8, 10]]",[18],[['S']],0.0
9,"[5, 8]","[9, 3, 5]",17,"[[5, 8, 10]]",[23],[['H']],-1.0
6,"[4, 10]","[6, 4, 7]",17,"[[4, 10]]",[14],[['S']],-1.0
7,"[5, 11]","[7, 4, 6]",17,"[[5, 11, 6, 10]]",[22],"[['H', 'H']]",-1.0
2,"[3, 11]","[2, 10, 11, 6]",19,"[[3, 11, 7]]",[21],"[['H', 'S']]",1.0
4,"[9, 4]","[4, 9, 7]",20,"[[9, 4]]",[13],[['S']],-1.0
8,"[9, 3]","[8, 6, 9]",23,"[[9, 3, 6]]",[18],"[['H', 'S']]",1.0
6,"[3, 9]","[6, 7, 8]",21,"[[3, 9]]",[12],[['S']],-1.0
8,"[10, 10]","[8, 7, 7]",22,"[[10, 10]]",[20],[['S']],1.0
8,"[10, 7]","[8, 10]",18,"[[10, 7]]",[17],[['S']],-1.0
2,"[10, 8]","[2, 10, 5]",17,"[[10, 8]]",[18],[['S']],1.0
4,"[10, 10]","[4, 2, 7, 10]",23,"[[10, 10]]",[20],[['S']],1.0
7,"[5, 10]","[7, 2, 11]",20,"[[5, 10, 3]]",[18],"[['H', 'S']]",-1.0
4,"[6, 10]","[4, 10, 9]",23,"[[6, 10]]",[16],[['S']],1.0
5,"[6, 11]","[5, 4, 10]",19,"[[6, 11, 8]]",[15],[['D']],-2.0
9,"[9, 10]","[9, 10]",19,"[[9, 10]]",[19],[['S']],0.0
10,"[3, 10]","[10, 10]",20,"[[3, 10, 11, 6]]",[20],"[['H', 'H', 'S']]",0.0
10,"[8, 6]","[10, 9]",19,"[[8, 6, 10]]",[24],[['H']],-1.0
7,"[4, 2]","[7, 2, 9]",18,"[[4, 2, 4, 5, 7]]",[22],"[['H', 'H', 'H']]",-1.0
11,"[10, 5]","[11, 10]",BJ,"[[10, 5]]",[15],[['N']],-1.0
6,"[7, 4]","[6, 11, 6, 10]",23,"[[7, 4, 9]]",[20],[['D']],2.0
6,"[6, 11]","[6, 10, 10]",26,"[[6, 11, 5]]",[12],[['D']],2.0
5,"[8, 4]","[5, 4, 3, 10]",22,"[[8, 4]]",[12],[['S']],1.0
5,"[10, 11]","[5, 6, 3, 6]",20,"[[10, 11]]",['BJ'],[['S']],1.5
3,"[6, 10]","[3, 3, 10, 4]",20,"[[6, 10]]",[16],[['S']],-1.0
10,"[8, 3]","[10, 10]",20,"[[8, 3, 11]]",[12],[['D']],-2.0
2,"[10, 3]","[2, 10, 10]",22,"[[10, 3]]",[13],[['S']],1.0
4,"[9, 11]","[4, 10, 2, 8]",24,"[[9, 11]]",[20],[['S']],1.0
8,"[6, 11]","[8, 10]",18,"[[6, 11, 9, 9]]",[25],"[['H', 'H']]",-1.0
8,"[3, 10]","[8, 6, 10]",24,"[[3, 10, 9]]",[22],[['H']],-1.0
11,"[10, 10]","[11, 2, 10, 8]",21,"[[10, 10]]",[20],"[['N', 'S']]",-1.0
2,"[10, 9]","[2, 6, 3, 6]",17,"[[10, 9]]",[19],[['S']],1.0
11,"[7, 2]","[11, 10]",BJ,"[[7, 2]]",[9],[['N']],-1.0
10,"[4, 5]","[10, 10]",20,"[[4, 5, 3, 10]]",[22],"[['H', 'H']]",-1.0
10,"[10, 3]","[10, 10]",20,"[[10, 3, 7]]",[20],"[['H', 'S']]",0.0
5,"[10, 10]","[5, 7, 3, 4]",19,"[[10, 10]]",[20],[['S']],1.0
2,"[2, 2]","[2, 11, 11, 8, 3, 10]",25,"[[2, 11, 4, 10], [2, 7, 10]]","[17, 19]","[['P', 'H', 'H', 'S'], ['H', 'S']]",2.0
10,"[10, 10]","[10, 3, 10]",23,"[[10, 10]]",[20],[['S']],1.0
10,"[10, 9]","[10, 10]",20,"[[10, 9]]",[19],[['S']],-1.0
5,"[2, 2]","[5, 9, 4]",18,"[[2, 7, 8], [2, 8, 2]]","[17, 12]","[['P', 'D'], ['D']]",-4.0
3,"[7, 6]","[3, 10, 10]",23,"[[7, 6]]",[13],[['S']],1.0
2,"[2, 3]","[2, 9, 10]",21,"[[2, 3, 2, 7]]",[14],"[['H', 'H', 'S']]",-1.0
3,"[10, 7]","[3, 11, 7]",21,"[[10, 7]]",[17],[['S']],-1.0
4,"[5, 5]","[4, 2, 6, 3, 4]",19,"[[5, 5, 10]]",[20],[['D']],2.0
10,"[10, 11]","[10, 9]",19,"[[10, 11]]",['BJ'],[['S']],1.5
10,"[3, 10]","[10, 10]",20,"[[3, 10, 2, 10]]",[25],"[['H', 'H']]",-1.0
5,"[10, 2]","[5, 10, 8]",23,"[[10, 2]]",[12],[['S']],1.0
7,"[7, 10]","[7, 9, 2]",18,"[[7, 10]]",[17],[['S']],-1.0
3,"[3, 10]","[3, 4, 4, 10]",21,"[[3, 10]]",[13],[['S']],-1.0
2,"[9, 9]","[2, 6, 9]",17,"[[9, 10], [9, 11]]","[19, 20]","[['P', 'S'], ['S']]",2.0
6,"[4, 9]","[6, 10, 6]",22,"[[4, 9]]",[13],[['S']],1.0
6,"[10, 5]","[6, 10, 3]",19,"[[10, 5]]",[15],[['S']],-1.0
6,"[11, 3]","[6, 10, 9]",25,"[[11, 3, 10]]",[14],[['D']],2.0
5,"[10, 5]","[5, 6, 2, 10]",23,"[[10, 5]]",[15],[['S']],1.0
11,"[4, 4]","[11, 10]",BJ,"[[4, 4]]",[8],[['N']],-1.0
2,"[10, 7]","[2, 11, 3, 8, 8]",22,"[[10, 7]]",[17],[['S']],1.0
10,"[3, 10]","[10, 11]",BJ,"[[3, 10]]",[13],[[]],-1.0
11,"[6, 9]","[11, 4, 11, 9, 8]",23,"[[6, 9]]",[15],"[['N', 'R']]",-0.5
10,"[8, 3]","[10, 2, 2, 4]",18,"[[8, 3, 11]]",[12],[['D']],-2.0
10,"[10, 10]","[10, 10]",20,"[[10, 10]]",[20],[['S']],0.0
3,"[10, 8]","[3, 10, 10]",23,"[[10, 8]]",[18],[['S']],1.0
3,"[3, 10]","[3, 5, 7, 9]",24,"[[3, 10]]",[13],[['S']],1.0
5,"[5, 2]","[5, 10, 10]",25,"[[5, 2, 2, 4]]",[13],"[['H', 'H', 'S']]",1.0
6,"[3, 10]","[6, 7, 6]",19,"[[3, 10]]",[13],[['S']],-1.0
5,"[10, 3]","[5, 10, 4]",19,"[[10, 3]]",[13],[['S']],-1.0
11,"[6, 7]","[11, 9]",20,"[[6, 7, 2, 4]]",[19],"[['N', 'H', 'H', 'S']]",-1.0
10,"[10, 3]","[10, 5, 4]",19,"[[10, 3, 10]]",[23],[['H']],-1.0
4,"[11, 6]","[4, 2, 7, 3, 8]",24,"[[11, 6, 3]]",[20],[['D']],2.0
10,"[10, 5]","[10, 8]",18,"[[10, 5]]",[15],[['R']],-0.5
4,"[9, 4]","[4, 10, 10]",24,"[[9, 4]]",[13],[['S']],1.0
3,"[2, 3]","[3, 10, 5]",18,"[[2, 3, 4, 7]]",[16],"[['H', 'H', 'S']]",-1.0
10,"[10, 3]","[10, 6, 5]",21,"[[10, 3, 5]]",[18],"[['H', 'S']]",-1.0
8,"[10, 10]","[8, 3, 10]",21,"[[10, 10]]",[20],[['S']],-1.0
11,"[7, 10]","[11, 2, 8]",21,"[[7, 10]]",[17],"[['N', 'R']]",-0.5
9,"[10, 6]","[9, 10]",19,"[[10, 6]]",[16],[['R']],-0.5
10,"[2, 2]","[10, 4, 6]",20,"[[2, 2, 8, 5]]",[17],"[['H', 'H', 'S']]",-1.0
7,"[3, 9]","[7, 10]",17,"[[3, 9, 3, 7]]",[22],"[['H', 'H']]",-1.0
10,"[10, 5]","[10, 2, 6]",18,"[[10, 5]]",[15],[['R']],-0.5
7,"[2, 10]","[7, 10]",17,"[[2, 10, 7]]",[19],"[['H', 'S']]",1.0
6,"[2, 10]","[6, 8, 10]",24,"[[2, 10]]",[12],[['S']],1.0
10,"[6, 10]","[10, 5, 4]",19,"[[6, 10]]",[16],[['R']],-0.5
11,"[11, 3]","[11, 10]",BJ,"[[11, 3]]",[14],[['N']],-1.0
10,"[2, 10]","[10, 11]",BJ,"[[2, 10]]",[12],[[]],-1.0
2,"[2, 2]","[2, 8, 10]",20,"[[2, 5, 6], [2, 7, 3, 9]]","[13, 21]","[['P', 'H', 'S'], ['H', 'H', 'S']]",0.0
7,"[11, 10]","[7, 11]",18,"[[11, 10]]",['BJ'],[['S']],1.5
4,"[5, 7]","[4, 10, 3]",17,"[[5, 7]]",[12],[['S']],-1.0
2,"[10, 4]","[2, 2, 4, 10]",18,"[[10, 4]]",[14],[['S']],-1.0
10,"[5, 10]","[10, 4, 9]",23,"[[5, 10]]",[15],[['R']],-0.5
8,"[9, 10]","[8, 10]",18,"[[9, 10]]",[19],[['S']],1.0
10,"[6, 6]","[10, 11]",BJ,"[[6, 6]]",[12],[[]],-1.0
7,"[10, 10]","[7, 5, 4, 11]",17,"[[10, 10]]",[20],[['S']],1.0
9,"[10, 7]","[9, 10]",19,"[[10, 7]]",[17],[['S']],-1.0
6,"[10, 10]","[6, 6, 10]",22,"[[10, 10]]",[20],[['S']],1.0
10,"[10, 10]","[10, 2, 3, 7]",22,"[[10, 10]]",[20],[['S']],1.0
10,"[10, 11]","[10, 9]",19,"[[10, 11]]",['BJ'],[['S']],1.5
9,"[6, 6]","[9, 6, 9]",24,"[[6, 6, 10]]",[22],[['H']],-1.0
8,"[3, 11]","[8, 10]",18,"[[3, 11, 10, 4]]",[18],"[['H', 'H', 'S']]",0.0
5,"[10, 9]","[5, 7, 10]",22,"[[10, 9]]",[19],[['S']],1.0
2,"[5, 7]","[2, 10, 11, 11, 6]",20,"[[5, 7, 9]]",[21],"[['H', 'S']]",1.0
3,"[4, 5]","[3, 5, 8, 7]",23,"[[4, 5, 10]]",[19],[['D']],2.0
5,"[8, 10]","[5, 10, 10]",25,"[[8, 10]]",[18],[['S']],1.0
2,"[2, 8]","[2, 10, 2, 10]",24,"[[2, 8, 4]]",[14],[['D']],2.0
10,"[8, 3]","[10, 10]",20,"[[8, 3, 7]]",[18],[['D']],-2.0
10,"[10, 8]","[10, 8]",18,"[[10, 8]]",[18],[['S']],0.0
5,"[11, 4]","[5, 10, 2]",17,"[[11, 4, 11]]",[16],[['D']],-2.0
4,"[7, 4]","[4, 2, 9, 10]",25,"[[7, 4, 4]]",[15],[['D']],2.0
7,"[9, 10]","[7, 3, 7]",17,"[[9, 10]]",[19],[['S']],1.0
8,"[7, 8]","[8, 11]",19,"[[7, 8, 11, 3]]",[19],"[['H', 'H', 'S']]",0.0
5,"[10, 10]","[5, 6, 5, 10]",26,"[[10, 10]]",[20],[['S']],1.0
8,"[3, 10]","[8, 5, 10]",23,"[[3, 10, 7]]",[20],"[['H', 'S']]",1.0
6,"[6, 11]","[6, 9, 5]",20,"[[6, 11, 10]]",[17],[['D']],-2.0
10,"[11, 10]","[10, 10]",20,"[[11, 10]]",['BJ'],[['S']],1.5
5,"[2, 6]","[5, 10, 11, 8]",24,"[[2, 6, 10]]",[18],"[['H', 'S']]",1.0
4,"[6, 9]","[4, 2, 6, 10]",22,"[[6, 9]]",[15],[['S']],1.0
8,"[9, 7]","[8, 10]",18,"[[9, 7, 7]]",[23],[['H']],-1.0
7,"[3, 11]","[7, 10]",17,"[[3, 11, 5]]",[19],"[['H', 'S']]",1.0
4,"[9, 2]","[4, 5, 3, 7]",19,"[[9, 2, 10]]",[21],[['D']],2.0
10,"[4, 11]","[10, 2, 3, 2]",17,"[[4, 11, 2, 10]]",[17],"[['H', 'H', 'S']]",0.0
10,"[7, 3]","[10, 2, 3, 4]",19,"[[7, 3, 9]]",[19],"[['H', 'S']]",0.0
2,"[10, 10]","[2, 11, 7]",20,"[[10, 10]]",[20],[['S']],0.0
4,"[10, 10]","[4, 9, 5]",18,"[[10, 10]]",[20],[['S']],1.0
10,"[10, 6]","[10, 10]",20,"[[10, 6]]",[16],[['R']],-0.5
4,"[11, 5]","[4, 4, 10]",18,"[[11, 5, 10]]",[16],[['D']],-2.0
10,"[10, 10]","[10, 4, 9]",23,"[[10, 10]]",[20],[['S']],1.0
10,"[9, 10]","[10, 10]",20,"[[9, 10]]",[19],[['S']],-1.0
10,"[9, 3]","[10, 11]",BJ,"[[9, 3]]",[12],[[]],-1.0
3,"[11, 10]","[3, 10, 9]",22,"[[11, 10]]",['BJ'],[['S']],1.5
5,"[6, 10]","[5, 6, 7]",18,"[[6, 10]]",[16],[['S']],-1.0
2,"[8, 2]","[2, 10, 10]",22,"[[8, 2, 10]]",[20],[['D']],2.0
9,"[11, 8]","[9, 10]",19,"[[11, 8]]",[19],[['S']],0.0
10,"[9, 10]","[10, 2, 6]",18,"[[9, 10]]",[19],[['S']],1.0
7,"[5, 10]","[7, 3, 5, 4]",19,"[[5, 10, 11, 5]]",[21],"[['H', 'H', 'S']]",1.0
5,"[9, 2]","[5, 7, 11, 5]",18,"[[9, 2, 8]]",[19],[['D']],2.0
7,"[10, 9]","[7, 7, 7]",21,"[[10, 9]]",[19],[['S']],-1.0
6,"[8, 11]","[6, 7, 2, 3]",18,"[[8, 11, 10]]",[19],[['D']],2.0
7,"[2, 5]","[7, 10]",17,"[[2, 5, 5, 10]]",[22],"[['H', 'H']]",-1.0
10,"[4, 2]","[10, 9]",19,"[[4, 2, 10, 5]]",[21],"[['H', 'H', 'S']]",1.0
6,"[8, 4]","[6, 10, 9]",25,"[[8, 4]]",[12],[['S']],1.0
10,"[10, 11]","[10, 7]",17,"[[10, 11]]",['BJ'],[['S']],1.5
3,"[3, 11]","[3, 8, 6]",17,"[[3, 11, 10]]",[14],"[['H', 'S']]",-1.0
8,"[6, 10]","[8, 3, 7]",18,"[[6, 10, 8]]",[24],[['H']],-1.0
10,"[9, 4]","[10, 2, 3, 7]",22,"[[9, 4, 10]]",[23],[['H']],-1.0
10,"[3, 6]","[10, 7]",17,"[[3, 6, 7, 3]]",[19],"[['H', 'H', 'S']]",1.0
9,"[10, 9]","[9, 10]",19,"[[10, 9]]",[19],[['S']],0.0
4,"[10, 10]","[4, 10, 10]",24,"[[10, 10]]",[20],[['S']],1.0
10,"[4, 10]","[10, 5, 5]",20,"[[4, 10, 7]]",[21],"[['H', 'S']]",1.0
10,"[3, 11]","[10, 11]",BJ,"[[3, 11]]",[14],[[]],-1.0
10,"[3, 10]","[10, 10]",20,"[[3, 10, 10]]",[23],[['H']],-1.0
3,"[2, 3]","[3, 8, 10]",21,"[[2, 3, 4, 10]]",[19],"[['H', 'H', 'S']]",-1.0
10,"[5, 5]","[10, 5, 5]",20,"[[5, 5, 4, 4]]",[18],"[['H', 'H', 'S']]",-1.0
10,"[10, 10]","[10, 11]",BJ,"[[10, 10]]",[20],[[]],-1.0
8,"[10, 4]","[8, 10]",18,"[[10, 4, 4]]",[18],"[['H', 'S']]",0.0
10,"[10, 3]","[10, 2, 6]",18,"[[10, 3, 3, 9]]",[25],"[['H', 'H']]",-1.0
9,"[2, 4]","[9, 8]",17,"[[2, 4, 7, 10]]",[23],"[['H', 'H']]",-1.0
3,"[7, 2]","[3, 8, 10]",21,"[[7, 2, 10]]",[19],[['D']],-2.0
10,"[3, 8]","[10, 6, 8]",24,"[[3, 8, 5]]",[16],[['D']],2.0
4,"[8, 4]","[4, 10, 9]",23,"[[8, 4]]",[12],[['S']],1.0
7,"[10, 4]","[7, 10]",17,"[[10, 4, 4]]",[18],"[['H', 'S']]",1.0
9,"[6, 3]","[9, 4, 2, 11, 8]",24,"[[6, 3, 3, 7]]",[19],"[['H', 'H', 'S']]",1.0
10,"[10, 10]","[10, 6, 10]",26,"[[10, 10]]",[20],[['S']],1.0
10,"[2, 10]","[10, 5, 6]",21,"[[2, 10, 10]]",[22],[['H']],-1.0
8,"[5, 2]","[8, 10]",18,"[[5, 2, 10]]",[17],"[['H', 'S']]",-1.0
8,"[5, 8]","[8, 2, 11]",21,"[[5, 8, 4]]",[17],"[['H', 'S']]",-1.0
3,"[10, 2]","[3, 10, 10]",23,"[[10, 2, 5]]",[17],"[['H', 'S']]",1.0
2,"[10, 10]","[2, 5, 11]",18,"[[10, 10]]",[20],[['S']],1.0
5,"[6, 8]","[5, 11, 6, 9]",21,"[[6, 8]]",[14],[['S']],-1.0
11,"[10, 10]","[11, 7]",18,"[[10, 10]]",[20],"[['N', 'S']]",1.0
8,"[5, 2]","[8, 9]",17,"[[5, 2, 4, 6]]",[17],"[['H', 'H', 'S']]",0.0
10,"[10, 7]","[10, 11]",BJ,"[[10, 7]]",[17],[[]],-1.0
6,"[7, 8]","[6, 10, 10]",26,"[[7, 8]]",[15],[['S']],1.0
7,"[6, 9]","[7, 11]",18,"[[6, 9, 9]]",[24],[['H']],-1.0
8,"[2, 6]","[8, 10]",18,"[[2, 6, 8, 5]]",[21],"[['H', 'H', 'S']]",1.0
10,"[9, 8]","[10, 3, 6]",19,"[[9, 8]]",[17],[['S']],-1.0
9,"[8, 10]","[9, 3, 10]",22,"[[8, 10]]",[18],[['S']],1.0
8,"[3, 6]","[8, 2, 2, 11, 7]",20,"[[3, 6, 5, 10]]",[24],"[['H', 'H']]",-1.0
7,"[2, 11]","[7, 10]",17,"[[2, 11, 9, 11, 7]]",[20],"[['H', 'H', 'H', 'S']]",1.0
10,"[11, 10]","[10, 10]",20,"[[11, 10]]",['BJ'],[['S']],1.5
5,"[9, 9]","[5, 3, 8, 3]",19,"[[9, 10], [9, 11]]","[19, 20]","[['P', 'S'], ['S']]",1.0
4,"[9, 8]","[4, 6, 8]",18,"[[9, 8]]",[17],[['S']],-1.0
10,"[5, 7]","[10, 10]",20,"[[5, 7, 10]]",[22],[['H']],-1.0
10,"[10, 3]","[10, 11]",BJ,"[[10, 3]]",[13],[[]],-1.0
8,"[9, 7]","[8, 7, 2]",17,"[[9, 7, 8]]",[24],[['H']],-1.0
10,"[10, 4]","[10, 10]",20,"[[10, 4, 7]]",[21],"[['H', 'S']]",1.0
3,"[2, 11]","[3, 10, 7]",20,"[[2, 11, 3, 8]]",[14],"[['H', 'H', 'S']]",-1.0
3,"[10, 2]","[3, 3, 6, 8]",20,"[[10, 2, 10]]",[22],[['H']],-1.0
8,"[11, 4]","[8, 4, 8]",20,"[[11, 4, 5]]",[20],"[['H', 'S']]",0.0
6,"[6, 7]","[6, 2, 7, 6]",21,"[[6, 7]]",[13],[['S']],-1.0
7,"[3, 6]","[7, 8, 10]",25,"[[3, 6, 9]]",[18],"[['H', 'S']]",1.0
10,"[4, 11]","[10, 4, 4]",18,"[[4, 11, 9, 10]]",[24],"[['H', 'H']]",-1.0
10,"[7, 11]","[10, 3, 10]",23,"[[7, 11, 10]]",[18],"[['H', 'S']]",1.0
10,"[4, 10]","[10, 4, 11, 10]",25,"[[4, 10, 10]]",[24],[['H']],-1.0
11,"[10, 10]","[11, 2, 3, 6, 5]",17,"[[10, 10]]",[20],"[['N', 'S']]",1.0
3,"[6, 6]","[3, 2, 10, 5]",20,"[[6, 8], [6, 4, 7]]","[14, 17]","[['P', 'S'], ['D']]",-3.0
2,"[10, 11]","[2, 3, 10, 5]",20,"[[10, 11]]",['BJ'],[['S']],1.5
10,"[10, 10]","[10, 10]",20,"[[10, 10]]",[20],[['S']],0.0
4,"[8, 9]","[4, 10, 9]",23,"[[8, 9]]",[17],[['S']],1.0
10,"[4, 10]","[10, 6, 5]",21,"[[4, 10, 10]]",[24],[['H']],-1.0
8,"[2, 3]","[8, 9]",17,"[[2, 3, 11, 8, 8]]",[22],"[['H', 'H', 'H']]",-1.0
10,"[3, 2]","[10, 10]",20,"[[3, 2, 4, 8]]",[17],"[['H', 'H', 'S']]",-1.0
9,"[10, 3]","[9, 10]",19,"[[10, 3, 2, 11, 7]]",[23],"[['H', 'H', 'H']]",-1.0
5,"[7, 2]","[5, 7, 10]",22,"[[7, 2, 10]]",[19],[['D']],2.0
10,"[10, 2]","[10, 8]",18,"[[10, 2, 11, 5]]",[18],"[['H', 'H', 'S']]",0.0
5,"[2, 4]","[5, 11, 10, 4]",20,"[[2, 4, 10]]",[16],"[['H', 'S']]",-1.0
9,"[5, 5]","[9, 6, 8]",23,"[[5, 5, 10]]",[20],[['D']],2.0
4,"[4, 2]","[4, 10, 10]",24,"[[4, 2, 4, 10]]",[20],"[['H', 'H', 'S']]",1.0
8,"[10, 9]","[8, 10]",18,"[[10, 9]]",[19],[['S']],1.0
10,"[7, 10]","[10, 10]",20,"[[7, 10]]",[17],[['S']],-1.0
3,"[10, 11]","[3, 11, 9, 3, 10]",26,"[[10, 11]]",['BJ'],[['S']],1.5
6,"[5, 5]","[6, 10, 4]",20,"[[5, 5, 11]]",[21],[['D']],2.0
10,"[10, 3]","[10, 10]",20,"[[10, 3, 6]]",[19],"[['H', 'S']]",-1.0
10,"[10, 2]","[10, 9]",19,"[[10, 2, 6]]",[18],"[['H', 'S']]",-1.0
11,"[10, 5]","[11, 9]",20,"[[10, 5]]",[15],"[['N', 'R']]",-0.5
2,"[3, 6]","[2, 6, 7, 3]",18,"[[3, 6, 3, 3]]",[15],"[['H', 'H', 'S']]",-1.0
2,"[2, 5]","[2, 10, 10]",22,"[[2, 5, 4, 8]]",[19],"[['H', 'H', 'S']]",1.0
10,"[11, 10]","[10, 6, 10]",26,"[[11, 10]]",['BJ'],[['S']],1.5
9,"[4, 7]","[9, 8]",17,"[[4, 7, 5]]",[16],[['D']],-2.0
9,"[10, 8]","[9, 7, 10]",26,"[[10, 8]]",[18],[['S']],1.0
4,"[10, 10]","[4, 4, 5, 5]",18,"[[10, 10]]",[20],[['S']],1.0
10,"[3, 6]","[10, 11]",BJ,"[[3, 6]]",[9],[[]],-1.0
2,"[6, 5]","[2, 2, 10, 10]",24,"[[6, 5, 8]]",[19],[['D']],2.0
10,"[10, 5]","[10, 10]",20,"[[10, 5]]",[15],[['R']],-0.5
10,"[10, 10]","[10, 7]",17,"[[10, 10]]",[20],[['S']],1.0
10,"[10, 2]","[10, 4, 8]",22,"[[10, 2, 10]]",[22],[['H']],-1.0
6,"[2, 10]","[6, 6, 9]",21,"[[2, 10]]",[12],[['S']],-1.0
5,"[7, 4]","[5, 5, 10]",20,"[[7, 4, 5]]",[16],[['D']],-2.0
6,"[10, 3]","[6, 10, 2]",18,"[[10, 3]]",[13],[['S']],-1.0
7,"[10, 9]","[7, 10]",17,"[[10, 9]]",[19],[['S']],1.0
2,"[9, 4]","[2, 6, 9]",17,"[[9, 4]]",[13],[['S']],-1.0
5,"[11, 7]","[5, 7, 6]",18,"[[11, 7, 10]]",[18],[['D']],0.0
11,"[10, 10]","[11, 10]",BJ,"[[10, 10]]",[20],[['N']],-1.0
11,"[9, 10]","[11, 7]",18,"[[9, 10]]",[19],"[['N', 'S']]",1.0
5,"[10, 2]","[5, 8, 4]",17,"[[10, 2]]",[12],[['S']],-1.0
9,"[11, 10]","[9, 10]",19,"[[11, 10]]",['BJ'],[['S']],1.5
11,"[7, 3]","[11, 5, 10, 2]",18,"[[7, 3, 10]]",[20],"[['N', 'H', 'S']]",1.0
10,"[10, 4]","[10, 6, 9]",25,"[[10, 4, 8]]",[22],[['H']],-1.0
6,"[8, 6]","[6, 2, 7, 5]",20,"[[8, 6]]",[14],[['S']],-1.0
10,"[3, 11]","[10, 10]",20,"[[3, 11, 3, 10]]",[17],"[['H', 'H', 'S']]",-1.0
9,"[11, 5]","[9, 7, 10]",26,"[[11, 5, 6, 2, 9]]",[23],"[['H', 'H', 'H']]",-1.0
9,"[4, 7]","[9, 8]",17,"[[4, 7, 10]]",[21],[['D']],2.0
10,"[6, 4]","[10, 11]",BJ,"[[6, 4]]",[10],[[]],-1.0
11,"[6, 4]","[11, 11, 10, 11, 3, 10]",26,"[[6, 4, 5, 5]]",[20],"[['N', 'H', 'H', 'S']]",1.0
10,"[2, 10]","[10, 10]",20,"[[2, 10, 3, 10]]",[25],"[['H', 'H']]",-1.0
6,"[11, 7]","[6, 9, 9]",24,"[[11, 7, 2]]",[20],[['D']],2.0
10,"[4, 9]","[10, 10]",20,"[[4, 9, 3, 3]]",[19],"[['H', 'H', 'S']]",-1.0
2,"[10, 7]","[2, 7, 11]",20,"[[10, 7]]",[17],[['S']],-1.0
10,"[10, 9]","[10, 10]",20,"[[10, 9]]",[19],[['S']],-1.0
9,"[3, 7]","[9, 2, 10]",21,"[[3, 7, 2]]",[12],[['D']],-2.0
2,"[9, 10]","[2, 7, 5, 5]",19,"[[9, 10]]",[19],[['S']],0.0
3,"[10, 2]","[3, 10, 10]",23,"[[10, 2, 4]]",[16],"[['H', 'S']]",1.0
10,"[8, 10]","[10, 10]",20,"[[8, 10]]",[18],[['S']],-1.0
8,"[9, 10]","[8, 10]",18,"[[9, 10]]",[19],[['S']],1.0
9,"[10, 2]","[9, 3, 10]",22,"[[10, 2, 8]]",[20],"[['H', 'S']]",1.0
11,"[4, 8]","[11, 10]",BJ,"[[4, 8]]",[12],[['N']],-1.0
7,"[7, 10]","[7, 11]",18,"[[7, 10]]",[17],[['S']],-1.0
10,"[2, 5]","[10, 10]",20,"[[2, 5, 10]]",[17],"[['H', 'S']]",-1.0
6,"[11, 10]","[6, 5, 3, 11, 10]",25,"[[11, 10]]",['BJ'],[['S']],1.5
10,"[3, 10]","[10, 7]",17,"[[3, 10, 5]]",[18],"[['H', 'S']]",1.0
6,"[3, 2]","[6, 9, 8]",23,"[[3, 2, 6, 5]]",[16],"[['H', 'H', 'S']]",1.0
5,"[9, 10]","[5, 9, 2, 10]",26,"[[9, 10]]",[19],[['S']],1.0
2,"[10, 10]","[2, 3, 3, 7, 10]",25,"[[10, 10]]",[20],[['S']],1.0
10,"[3, 3]","[10, 5, 10]",25,"[[3, 3, 3, 6, 11, 7]]",[23],"[['H', 'H', 'H', 'H']]",-1.0
2,"[10, 10]","[2, 5, 4, 7]",18,"[[10, 10]]",[20],[['S']],1.0
8,"[6, 9]","[8, 11]",19,"[[6, 9, 7]]",[22],[['H']],-1.0
10,"[8, 10]","[10, 9]",19,"[[8, 10]]",[18],[['S']],-1.0
11,"[8, 6]","[11, 10]",BJ,"[[8, 6]]",[14],[['N']],-1.0
2,"[4, 11]","[2, 5, 11]",18,"[[4, 11, 10]]",[15],"[['H', 'S']]",-1.0
9,"[11, 2]","[9, 2, 3, 4]",18,"[[11, 2, 10, 8]]",[21],"[['H', 'H', 'S']]",1.0
9,"[7, 10]","[9, 5, 6]",20,"[[7, 10]]",[17],[['S']],-1.0
9,"[4, 10]","[9, 6, 10]",25,"[[4, 10, 8]]",[22],[['H']],-1.0
7,"[4, 6]","[7, 10]",17,"[[4, 6, 2]]",[12],[['D']],-2.0
8,"[5, 10]","[8, 3, 10]",21,"[[5, 10, 10]]",[25],[['H']],-1.0
11,"[9, 10]","[11, 5, 3]",19,"[[9, 10]]",[19],"[['N', 'S']]",0.0
9,"[4, 8]","[9, 2, 10]",21,"[[4, 8, 5]]",[17],"[['H', 'S']]",-1.0
11,"[6, 2]","[11, 5, 7, 11, 10]",24,"[[6, 2, 10]]",[18],"[['N', 'H', 'S']]",1.0
10,"[8, 10]","[10, 11]",BJ,"[[8, 10]]",[18],[[]],-1.0
